n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf,mean_r2,std_r2,mean_rmse,std_rmse,time_s
50,5,log2,10,5,0.5821259675053798,0.020845510454851713,0.004334912553940466,0.0001662335061970706,11.3846
50,5,log2,10,10,0.5810709499276772,0.020824962258586155,0.004340207945578491,0.0001610023475119299,11.2439
50,5,log2,20,1,0.5804071726293641,0.02038008592042305,0.004344157830772317,0.0001715361941822374,13.3854
50,5,log2,20,2,0.5804670274672713,0.020443974269208128,0.0043438246420128375,0.0001711819625212578,11.2538
50,5,log2,20,5,0.5811226371777228,0.020626136572238822,0.004340148653390037,0.00016532047886017048,11.5385
50,5,log2,20,10,0.5810709499276772,0.020824962258586183,0.004340207945578491,0.00016100234751192995,11.2787
50,5,0.5,2,1,0.6454048517264607,0.020550407128483678,0.0039922731932908245,0.00015132538227950187,13.1559
50,5,0.5,2,2,0.6450804107051155,0.01981871858043627,0.00399426022725522,0.0001489955672406144,13.0985
50,5,0.5,2,5,0.6447367330479139,0.0191574148913414,0.003996280473031485,0.00014552485524047106,10.0745
50,5,0.5,2,10,0.6465376829351895,0.020794002558624687,0.003985632947082741,0.00014796334604624725,9.5418
50,5,0.5,5,1,0.6444698695261607,0.02015026724454349,0.00399770040706489,0.00015165516324325748,9.9632
50,5,0.5,5,2,0.6445252037888853,0.019935304881819778,0.0039974201164494055,0.0001505524934809383,9.4331
50,5,0.5,5,5,0.6447367330479139,0.0191574148913414,0.003996280473031485,0.000145524855240471,10.6787
50,5,0.5,5,10,0.6465376829351895,0.0207940025586247,0.003985632947082741,0.0001479633460462473,9.2184
50,5,0.5,10,1,0.6437918816843634,0.019174885493727978,0.004001581233354196,0.0001450210450792225,8.9381
50,5,0.5,10,2,0.6439592300896034,0.019174119424700854,0.004000629949982818,0.00014474021850363752,9.3649
50,5,0.5,10,5,0.6447367330479139,0.01915741489134139,0.003996280473031485,0.000145524855240471,9.5614
50,5,0.5,10,10,0.6465376829351895,0.0207940025586247,0.003985632947082741,0.0001479633460462473,9.7609
50,5,0.5,20,1,0.6459062419953735,0.02083699780447088,0.003989107043778205,0.00014586164915461096,8.7778
50,5,0.5,20,2,0.6460570309916464,0.02086776740613763,0.003988243017419893,0.00014578614077217532,10.5196
50,5,0.5,20,5,0.6463885439319865,0.020721001146372566,0.0039864580537594665,0.00014670174801244395,9.3629
50,5,0.5,20,10,0.6465376829351895,0.020794002558624684,0.003985632947082741,0.00014796334604624725,9.5565
50,5,1.0,2,1,0.6702639808917601,0.022098183297282754,0.0038488187078464875,0.00014744381418093746,12.3769
50,5,1.0,2,2,0.6701670418086189,0.0221077073344451,0.0038493913410581277,0.00014772643152805864,12.0095
50,5,1.0,2,5,0.670253319575316,0.02212514091896371,0.003848866478558314,0.0001473939392226798,9.8857
